fecha,estado,tipo,segmento,detalle,clientes_actual,variacion
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2626 LA UNICA PANADERIA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2634 SAN VICEN CASA DE COMIDAS: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2639 LOS AMIGOS: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2650 JOAQUIN: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2651 LOS POLLOS HERMANOS: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2658 LA FAMILIAR: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2661 LOS NIETOS: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2662 CHEESELIER: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2674 XING WANG: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2675 POLIRRUBROS MILAGROS: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2676 ESPAÑA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2678 POLIRRUBRO LAS DORADAS: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2683 AUTOSERVICIO LUNA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2685 THIAGO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2687 LA PASARELLA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2688 ROMA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2689 TRELEW TENNIS CLUB: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2691 LUZ DE LUNA MAXIKIOSCO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2694 LA BENDICION: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2696 VERDULERIA ROMI: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2697 25 DE JULIO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2698 LA SOLANA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2701 LA ESCALERITA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2702 EL ESFUERZO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2723 MIS FRUTOS: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2724 MARLENE: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2726 MUNICIPALIDAD DE TRELEW: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2733 AMANECER: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2738 VERDULERIA GARECA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2739 MADIBA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2741 VINOTECA QUERCUS: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2750 DON LEON SUC CONESA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2762 DESPENSA ALE: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2764 CORRADI AUTOSERVICIO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2767 MESA SERGIO GUSTAVO: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2769 TAY: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2775 LUCAS: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2780 LOS HORNITOS: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2783 ASOCIACION RACING CLUB: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2791 14 DE SEPTIEMBRE: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2798 EL CORDOBES: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2803 OLIVIA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2804 VERDULERIA RICHI: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2806 EL REQUESON: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2810 EQUECO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2814 LA GRANJITA 2: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2817 FLORES: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2819 ERIK: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2822 EMPIRE: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2831 TIZ-CAR: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2832 FERNANDA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2834 PIHUE: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2837 MI CUNADO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2871 PATO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2941 ANI: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2953 MILLENIUM: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2956 EL ALMACEN: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2958 DAHI: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2963 PLANETA FIESTA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2964 LA MARAVILLA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2965 LA PERGOLA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2968 CLEMENTE JUNIOR: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2975 LO DE JOSE: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2976 EL PANDA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2982 ANTU: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2983 HUGO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2992 POLIRUBRO DRAGO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2993 PATAGONIA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2995 AGOS: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 2999 INSTITUTO MARIA AUXILIADORA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3005 GRAN MURALLA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3006 SABORES PATAGONICAS: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3008 RODRIGUEZ MARTIN SEBASTIAN: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3009 OLIVIA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3015 SUPER MAXI: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3019 CARNICERIA EL TORITO: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3021 VALENTINA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3026 CNJ: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3029 VIRGEN DEL MILAGRO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3037 APOLO: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3039 MAXI: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3041 SUR AUTOSERVICIO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3042 EL KIOSCAZO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3043 TITA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3044 MERCADO PABLITO: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3050 AUTOSERVICIO YENY: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3057 DON BOSCO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3064 SANTA ROSA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3083 JUANI LUZ: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3098 JORDANA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3099 JENIFER: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3103 QUE ACELGA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3108 FERNANDO: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3109 BUENA PASTA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3111 LA CORDILLERANA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3119 DIGA SA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3125 CACHITO II: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3132 MISU: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3134 LA CARNICERIA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3147 CAMI: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3149 FIAMBRERIA PATAGONIA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3155 LA 25: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3156 PLANETA MINIS COMPRAS: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3159 YAGUAR - TRELEW: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3163 ROCIO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3164 LA TABLA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3174 FML: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3175 KAREN: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3178 VERDULERIA FERNANDEZ: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3182 CLEMENTE JUNIOR 2: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3187 MARTIN: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3192 BETY: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3194 VEA - MADRYN: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3195 VEA - TRELEW: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3202 LA TERMINAL: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3206 LA RONDA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3207 TU DISTRIBUIDORA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3209 DON JAMON: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3210 SOL: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3211 VERDULERIA RIVERA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3215 SARA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3216 GLOU: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3217 POPEY: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3221 MENDOZA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3223 MUNDO DE SUR: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3224 SUPER MUCHO MAS: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3226 PANCHO 73: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3235 SAN JORGE: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3240 MAXIKIOSCO NORTE: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3246 G Y E: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3248 REVISTERO MASTROPIERO: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3250 RIK DAN: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3251 WOK: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3253 CABANA CATERIN: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3255 EL CHONCHON ZAMBRANO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3263 DESPENSA NATY: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3267 SANTANDER DOLORINDO ALONSO: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3270 DAYANA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3284 LA ESQUINA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3287 ISAIAS: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3288 SAN PABLO: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3289 GAIMAN 2: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3297 LA FERIA DE MADRYN: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3300 PORCINOS PATAGONICOS: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3301 EL NUEVO VALLE: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3302 LA RUTA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3304 DIARCO - TRELEW: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3316 4VL: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3317 DERBES MINI MARKET: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3319 SAN MORE: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3321 OLAF III: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3323 CMAL: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3328 ELI: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3331 KAREN: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3334 LA NEGRA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3338 QUISPE: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3340 CATA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3345 PATAGONIA: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3347 ORIOL: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3353 MATIAS VERDULERIA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3357 MAICOL: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3364 ALEXIS: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3371 SILVIA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3391 LO DE GRA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3392 DELICIAS DEL MAR: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3396 QUINTANA DRUGSTORE: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3397 TOTY: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3400 SUPER MAXI: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3403 DON WALTER: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3404 LUNA 2: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3407 SAN MARCOS: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3410 PUERTO NUEVO PM: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3413 DIOCONOI: VALUE LITRO cambio de 10.00% a 30.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3414 JOSEFA II: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3422 LA VIEJA SUPERFERIA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3427 EMY II: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3428 AUTOSERVICIO LAS CHICAS: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
2026-09-26,alerta,cambio_porcentaje,VALUE,Cliente 3435 VANESA: VALUE LITRO cambio de 15.00% a 35.50%.,,+20.5 puntos
