fecha,segmento,subsegmento,cliente,fantasia,porcentaje_total,supervisor,promotor,ruta,grupos,origen
2026-08-10,VALUE,LITRO,2958,DAHI,0.18,,VI 606 MISA 11,6063 - VI 606 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,2958,DAHI,0.18,,VI 606 MISA 11,6063 - VI 606 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,296,CACHITO,0.1,,022 LUJU,221 - VE 022 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,296,CACHITO,0.18,,022 LUJU,221 - VE 022 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,297,J.S,0.1,,022 LUJU,221 - VE 022 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,297,J.S,0.18,,022 LUJU,221 - VE 022 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,2975,LO DE JOSE,0.1,,201 MISA,2013 - VE 201 MISA 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,2975,LO DE JOSE,0.18,,201 MISA,2013 - VE 201 MISA 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,2976,EL PANDA,0.18,,061 MISA,613 - VE 061 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,2976,EL PANDA,0.18,,061 MISA,613 - VE 061 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,2983,HUGO,0.18,,071 LUJU,711 - VE 071 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,2983,HUGO,0.18,,071 LUJU,711 - VE 071 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,2992,DESPENSA CHECHI,0.1,,081 LUJU,811 - VE 081 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,2992,DESPENSA CHECHI,0.18,,081 LUJU,811 - VE 081 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,2993,PATAGONIA,0.1,,201 LUJU,2011 - VE 201 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,2993,PATAGONIA,0.18,,201 LUJU,2011 - VE 201 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,2995,AGOS,0.18,,201 LUJU,2011 - VE 201 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,2995,AGOS,0.18,,201 LUJU,2011 - VE 201 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3005,GRAN MURALLA,0.18,,061 MISA,613 - VE 061 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3005,GRAN MURALLA,0.18,,061 MISA,613 - VE 061 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3009,OLIVIA,0.1,,043 MAVI,432 - VE 043 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3009,OLIVIA,0.18,,043 MAVI,432 - VE 043 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,301,BIANCA FIAMBRERIA,0.18,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,301,BIANCA FIAMBRERIA,0.18,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3021,VALENTINA,0.18,,071 LUJU,711 - VE 071 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3021,VALENTINA,0.18,,071 LUJU,711 - VE 071 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3026,CNJ,0.1,,032 MAVI,322 - VE 032 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3026,CNJ,0.18,,032 MAVI,322 - VE 032 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3029,VIRGEN DEL MILAGRO,0.1,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3029,VIRGEN DEL MILAGRO,0.18,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3039,MAXI,0.18,,061 MISA,613 - VE 061 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3039,MAXI,0.18,,061 MISA,613 - VE 061 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,304,EL GAUCHO,0.1,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,304,EL GAUCHO,0.18,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3042,EL KIOSCAZO,0.18,,032 MISA,323 - VE 032 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3042,EL KIOSCAZO,0.18,,032 MISA,323 - VE 032 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3043,TITA,0.18,,081 MISA,813 - VE 081 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3043,TITA,0.18,,081 MISA,813 - VE 081 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3057,DON BOSCO,0.18,,043 MISA,433 - VE 043 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3057,DON BOSCO,0.18,,043 MISA,433 - VE 043 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3064,SANTA ROSA,0.18,,201 LUJU,2011 - VE 201 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3064,SANTA ROSA,0.18,,201 LUJU,2011 - VE 201 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3083,JUANI LUZ,0.18,,205 LUJU,2051 - VE 205 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3083,JUANI LUZ,0.18,,205 LUJU,2051 - VE 205 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,309,EL COLO,0.1,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,309,EL COLO,0.18,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3098,JORDANA,0.18,,071 LUJU,711 - VE 071 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3098,JORDANA,0.18,,071 LUJU,711 - VE 071 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3103,QUE ACELGA,0.1,,VI 606 MAVI 11,6062 - VI 606 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3103,QUE ACELGA,0.18,,VI 606 MAVI 11,6062 - VI 606 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3119,DIGA SA,0.18,,012 LUJU,121 - VE 012 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3119,DIGA SA,0.18,,012 LUJU,121 - VE 012 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3125,CACHITO II,0.18,,043 LUJU,431 - VE 043 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3125,CACHITO II,0.18,,043 LUJU,431 - VE 043 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3132,MISU,0.18,,081 LUJU,811 - VE 081 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3132,MISU,0.18,,081 LUJU,811 - VE 081 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3152,EL MELLY,0.1,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3152,EL MELLY,0.18,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3156,PLANETA MINIS COMPRAS,0.1,,201 MISA,2013 - VE 201 MISA 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3156,PLANETA MINIS COMPRAS,0.18,,201 MISA,2013 - VE 201 MISA 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3163,ROCIO,0.1,,VI 606 LUJU 11,6061 - VI 606 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3163,ROCIO,0.18,,VI 606 LUJU 11,6061 - VI 606 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3164,LA TABLA,0.1,,061 MISA,613 - VE 061 MISA 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3164,LA TABLA,0.18,,061 MISA,613 - VE 061 MISA 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3174,FML,0.18,,201 LUJU,2011 - VE 201 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3174,FML,0.18,,201 LUJU,2011 - VE 201 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3175,KAREN,0.18,,VI 606 MISA 11,6063 - VI 606 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3175,KAREN,0.18,,VI 606 MISA 11,6063 - VI 606 MISA 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3178,VERDULERIA FERNANDEZ,0.1,,071 MAVI,712 - VE 071 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3178,VERDULERIA FERNANDEZ,0.18,,071 MAVI,712 - VE 071 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3187,MARTIN,0.1,,022 MISA,223 - VE 022 MISA 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3187,MARTIN,0.18,,022 MISA,223 - VE 022 MISA 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,319,GAMALIEL,0.18,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,319,GAMALIEL,0.18,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3192,BETY,0.18,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3192,BETY,0.18,,022 MAVI,222 - VE 022 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3202,LA TERMINAL,0.18,,032 MAVI,322 - VE 032 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3202,LA TERMINAL,0.18,,032 MAVI,322 - VE 032 MAVI 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3207,TU DISTRIBUIDORA ,0.1,,VI 606 LUJU 11,6061 - VI 606 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3207,TU DISTRIBUIDORA ,0.18,,VI 606 LUJU 11,6061 - VI 606 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3209,DON JAMON,0.18,,071 LUJU,711 - VE 071 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3209,DON JAMON,0.18,,071 LUJU,711 - VE 071 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3211,VERDULERIA RIVERA,0.1,,043 MISA,433 - VE 043 MISA 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LATA,3211,VERDULERIA RIVERA,0.18,,043 MISA,433 - VE 043 MISA 11,105 ADICIONAL 1890 LATA SUR | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
2026-08-10,VALUE,LITRO,3215,SARA,0.18,,081 LUJU,811 - VE 081 LUJU 11,105 ADICIONAL 1890 LATA SUR | 3014 ADIC LITRO 1890 K-T DEL VALLE | 3036 ADICIONAL 1890 K+T SUR | 3098 1890 LATA K+T SUR. | 3098 1890 LITRO K+T P1 Y P4,ERP 2026-08-10
